Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Max,Min,If,if,ifs
9/20/2013,20,September,2013,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
9/20/2015,20,September,2015,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
10/20/2013,20,October,2013,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
10/20/2015,20,October,2015,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
11/9/2013,9,November,2013,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
11/9/2015,9,November,2015,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
11/10/2013,10,November,2013,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
11/10/2015,10,November,2015,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
11/27/2013,27,November,2013,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
11/27/2015,27,November,2015,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
4/27/2014,27,April,2014,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
5/26/2011,26,May,2011,40,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
3/19/2013,19,March,2013,40,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
3/19/2015,19,March,2015,40,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
9/18/2013,18,September,2013,40,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
1/6/2014,6,January,2014,40,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
1/6/2016,6,January,2016,40,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
1/12/2014,12,January,2014,40,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
1/23/2014,23,January,2014,40,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
1/23/2016,23,January,2016,40,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
10/24/2011,24,October,2011,39,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
11/24/2011,24,November,2011,39,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
1/19/2013,19,January,2013,39,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
1/19/2015,19,January,2015,39,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
2/27/2013,27,February,2013,39,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
6/11/2013,11,June,2013,39,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
6/11/2015,11,June,2015,39,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
8/1/2013,1,August,2013,39,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
8/1/2015,1,August,2015,39,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
2/20/2014,20,February,2014,39,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
5/1/2014,1,May,2014,39,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
5/1/2016,1,May,2016,39,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
6/3/2014,3,June,2014,39,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
6/3/2016,3,June,2016,39,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
6/6/2014,6,June,2014,39,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
6/21/2014,21,June,2014,39,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
6/21/2016,21,June,2016,39,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
6/21/2013,21,June,2013,39,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
8/9/2013,9,August,2013,39,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
9/19/2013,19,September,2013,39,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
9/19/2015,19,September,2015,39,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
11/19/2013,19,November,2013,39,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
11/25/2013,25,November,2013,39,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
1/28/2014,28,January,2014,39,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
1/28/2016,28,January,2016,39,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
6/17/2014,17,June,2014,39,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
6/17/2016,17,June,2016,39,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
3/22/2013,22,March,2013,38,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
9/18/2013,18,September,2013,38,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
9/23/2013,23,September,2013,38,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
1/31/2014,31,January,2014,38,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
7/9/2013,9,July,2013,35,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,656,2171,2827,,,,,
7/9/2015,9,July,2015,35,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,656,2171,2827,,,,,
12/3/2013,3,December,2013,35,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,656,2171,2827,,,,,
12/9/2013,9,December,2013,35,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,656,2171,2827,,,,,
12/9/2015,9,December,2015,35,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,656,2171,2827,,,,,
12/31/2013,31,December,2013,35,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,656,2171,2827,,,,,
3/2/2014,2,March,2014,35,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,656,2171,2827,,,,,
5/4/2011,4,May,2011,34,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
8/24/2011,24,August,2011,34,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
3/14/2013,14,March,2013,34,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
3/14/2015,14,March,2015,34,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
5/8/2013,8,May,2013,34,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
5/8/2015,8,May,2015,34,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
9/15/2013,15,September,2013,34,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
9/15/2015,15,September,2015,34,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
1/6/2014,6,January,2014,34,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
1/6/2016,6,January,2016,34,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
1/20/2014,20,January,2014,34,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
1/20/2016,20,January,2016,34,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
3/25/2014,25,March,2014,34,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
3/25/2016,25,March,2016,34,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
4/2/2014,2,April,2014,34,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
6/24/2014,24,June,2014,34,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
6/24/2016,24,June,2016,34,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
5/12/2013,12,May,2013,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
5/12/2015,12,May,2015,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
6/25/2013,25,June,2013,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
6/25/2015,25,June,2015,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
10/14/2013,14,October,2013,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
1/1/2014,1,January,2014,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
1/1/2016,1,January,2016,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
2/28/2014,28,February,2014,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
3/12/2014,12,March,2014,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
3/12/2016,12,March,2016,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
4/22/2014,22,April,2014,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
5/7/2014,7,May,2014,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
6/24/2014,24,June,2014,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
6/24/2016,24,June,2016,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
12/30/2011,30,December,2011,30,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
8/3/2013,3,August,2013,30,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
8/3/2015,3,August,2015,30,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
8/7/2013,7,August,2013,30,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
12/5/2013,5,December,2013,30,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
12/5/2015,5,December,2015,30,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
6/25/2014,25,June,2014,30,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
6/25/2016,25,June,2016,30,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
9/2/2013,2,September,2013,29,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,656,2171,2827,,,,,
9/2/2015,2,September,2015,29,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,656,2171,2827,,,,,
10/19/2013,19,October,2013,29,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,656,2171,2827,,,,,
10/19/2015,19,October,2015,29,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,656,2171,2827,,,,,
10/21/2013,21,October,2013,29,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,656,2171,2827,,,,,
10/21/2015,21,October,2015,29,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,656,2171,2827,,,,,
11/1/2013,1,November,2013,29,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,656,2171,2827,,,,,
11/1/2015,1,November,2015,29,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,656,2171,2827,,,,,
11/29/2013,29,November,2013,29,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,656,2171,2827,,,,,
11/29/2015,29,November,2015,29,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,656,2171,2827,,,,,
8/7/2013,7,August,2013,27,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
8/20/2013,20,August,2013,27,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
10/21/2013,21,October,2013,27,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
10/21/2015,21,October,2015,27,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
11/3/2013,3,November,2013,27,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
11/3/2015,3,November,2015,27,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
4/22/2011,22,April,2011,26,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
5/5/2013,5,May,2013,26,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
5/5/2015,5,May,2015,26,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
11/3/2013,3,November,2013,26,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
12/12/2013,12,December,2013,26,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
12/12/2015,12,December,2015,26,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
12/24/2013,24,December,2013,26,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
3/5/2013,5,March,2013,24,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
3/5/2015,5,March,2015,24,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
3/9/2013,9,March,2013,24,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
10/5/2013,5,October,2013,24,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
10/5/2015,5,October,2015,24,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
12/16/2013,16,December,2013,24,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
12/28/2013,28,December,2013,24,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
12/28/2015,28,December,2015,24,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
2/13/2014,13,February,2014,24,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
2/13/2016,13,February,2016,24,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
5/27/2014,27,May,2014,24,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
5/27/2016,27,May,2016,24,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
10/2/2013,2,October,2013,23,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
10/2/2015,2,October,2015,23,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
2/10/2013,10,February,2013,22,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
2/10/2015,10,February,2015,22,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
6/21/2013,21,June,2013,22,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
6/21/2015,21,June,2015,22,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
9/26/2013,26,September,2013,22,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
9/26/2015,26,September,2015,22,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
10/13/2013,13,October,2013,22,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
11/13/2013,13,November,2013,22,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
11/13/2015,13,November,2015,22,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
1/3/2014,3,January,2014,22,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
1/3/2016,3,January,2016,22,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
2/26/2014,26,February,2014,22,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
5/12/2014,12,May,2014,22,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
5/23/2014,23,May,2014,22,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,,,,,
10/25/2013,25,October,2013,22,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,656,2171,2827,,,,,
10/25/2015,25,October,2015,22,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,656,2171,2827,,,,,
11/8/2013,8,November,2013,22,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,656,2171,2827,,,,,
11/8/2015,8,November,2015,22,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,656,2171,2827,,,,,
4/27/2013,27,April,2013,21,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
4/27/2015,27,April,2015,21,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
9/27/2013,27,September,2013,21,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
9/27/2015,27,September,2015,21,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
10/8/2013,8,October,2013,21,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,,,,,
4/7/2013,7,April,2013,20,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,656,2171,2827,,,,,
4/15/2013,15,April,2013,20,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,656,2171,2827,,,,,
4/15/2015,15,April,2015,20,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,656,2171,2827,,,,,
7/28/2013,28,July,2013,20,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,656,2171,2827,,,,,
7/28/2015,28,July,2015,20,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,656,2171,2827,,,,,
10/3/2013,3,October,2013,20,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,656,2171,2827,,,,,
10/3/2015,3,October,2015,20,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,656,2171,2827,,,,,
8/30/2013,30,August,2013,19,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
8/30/2015,30,August,2015,19,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
12/23/2013,23,December,2013,19,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
12/23/2015,23,December,2015,19,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,,,,,
4/19/2013,19,April,2013,18,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,656,2171,2827,,,,,
4/23/2013,23,April,2013,18,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,656,2171,2827,,,,,
4/25/2013,25,April,2013,18,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,656,2171,2827,,,,,
4/25/2015,25,April,2015,18,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,656,2171,2827,,,,,
